Device Name,D2 - 2635257,,,,,,,,,,,
Device Model,Kestrel DROP 2,,,,,,,,,,,
Serial Number,2635257,,,,,,,,,,,
FORMATTED DATE_TIME,Temperature,Relative Humidity,Heat Index,Dew Point,Data Type,Record name,Start time,Duration (H:M:S),Location description,Location address,Location coordinates,Notes
YYYY-MM-DD HH:MM:SS,°F,%,°F,°F,,,,,,,,
"Jul 29, 2021 / 11:09:00 AM",74,45,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:09:30 AM",74,45,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:10:00 AM",73.9,45,72.1,51.2,point,,,,,,,
"Jul 29, 2021 / 11:10:30 AM",74,45,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:11:00 AM",73.9,45,72.1,51.2,point,,,,,,,
"Jul 29, 2021 / 11:11:30 AM",73.9,45,72.1,51.2,point,,,,,,,
"Jul 29, 2021 / 11:12:00 AM",73.9,45,72.1,51.2,point,,,,,,,
"Jul 29, 2021 / 11:12:30 AM",73.9,45,72.1,51.2,point,,,,,,,
"Jul 29, 2021 / 11:13:00 AM",74,45,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:13:30 AM",73.9,45,72.1,51.2,point,,,,,,,
"Jul 29, 2021 / 11:14:00 AM",73.9,44.9,72.1,51.2,point,,,,,,,
"Jul 29, 2021 / 11:14:30 AM",74,45,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:15:00 AM",73.9,44.9,72.1,51.2,point,,,,,,,
"Jul 29, 2021 / 11:15:30 AM",73.9,44.9,72.1,51.2,point,,,,,,,
"Jul 29, 2021 / 11:16:00 AM",73.9,44.9,72.1,51.2,point,,,,,,,
"Jul 29, 2021 / 11:16:30 AM",74,44.9,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:17:00 AM",73.9,44.9,72.1,51.2,point,,,,,,,
"Jul 29, 2021 / 11:17:30 AM",74,45,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:18:00 AM",74,45,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:18:30 AM",73.9,44.9,72.1,51.2,point,,,,,,,
"Jul 29, 2021 / 11:19:00 AM",73.9,45,72.1,51.2,point,,,,,,,
"Jul 29, 2021 / 11:19:30 AM",73.9,45,72.1,51.2,point,,,,,,,
"Jul 29, 2021 / 11:20:00 AM",73.9,45,72.1,51.2,point,,,,,,,
"Jul 29, 2021 / 11:20:30 AM",73.9,45,72.1,51.2,point,,,,,,,
"Jul 29, 2021 / 11:21:00 AM",73.9,45,72.1,51.2,point,,,,,,,
"Jul 29, 2021 / 11:21:30 AM",74,45,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:22:00 AM",73.9,45,72.1,51.2,point,,,,,,,
"Jul 29, 2021 / 11:22:30 AM",73.9,45,72.1,51.2,point,,,,,,,
"Jul 29, 2021 / 11:23:00 AM",73.9,45,72.1,51.2,point,,,,,,,
"Jul 29, 2021 / 11:23:30 AM",73.9,45,72.1,51.3,point,,,,,,,
"Jul 29, 2021 / 11:24:00 AM",73.9,45,72.1,51.2,point,,,,,,,
"Jul 29, 2021 / 11:24:30 AM",74,45,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:25:00 AM",73.9,45,72.1,51.3,point,,,,,,,
"Jul 29, 2021 / 11:25:30 AM",73.9,45,72.1,51.3,point,,,,,,,
"Jul 29, 2021 / 11:26:00 AM",74,45,72.5,51.4,point,,,,,,,
"Jul 29, 2021 / 11:26:30 AM",73.9,45,72.3,51.2,point,,,,,,,
"Jul 29, 2021 / 11:27:00 AM",73.9,45,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:27:30 AM",74,45,72.5,51.4,point,,,,,,,
"Jul 29, 2021 / 11:28:00 AM",74,45,72.5,51.3,point,,,,,,,
"Jul 29, 2021 / 11:28:30 AM",74,45,72.5,51.3,point,,,,,,,
"Jul 29, 2021 / 11:29:00 AM",73.9,45,72.3,51.2,point,,,,,,,
"Jul 29, 2021 / 11:29:30 AM",73.9,45,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:30:00 AM",74,45.1,72.5,51.4,point,,,,,,,
"Jul 29, 2021 / 11:30:30 AM",73.9,45.1,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:31:00 AM",73.9,45.1,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:31:30 AM",74,45.1,72.5,51.4,point,,,,,,,
"Jul 29, 2021 / 11:32:00 AM",73.9,45.1,72.3,51.2,point,,,,,,,
"Jul 29, 2021 / 11:32:30 AM",73.9,45.1,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:33:00 AM",74,45.1,72.5,51.4,point,,,,,,,
"Jul 29, 2021 / 11:33:30 AM",73.9,45.1,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:34:00 AM",73.9,45.1,72.3,51.2,point,,,,,,,
"Jul 29, 2021 / 11:34:30 AM",73.9,45.1,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:35:00 AM",73.9,45.1,72.3,51.2,point,,,,,,,
"Jul 29, 2021 / 11:35:30 AM",73.9,45.1,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:36:00 AM",74,45.1,72.5,51.4,point,,,,,,,
"Jul 29, 2021 / 11:36:30 AM",74,45.1,72.5,51.4,point,,,,,,,
"Jul 29, 2021 / 11:37:00 AM",73.9,45.1,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:37:30 AM",73.9,45.1,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:38:00 AM",73.9,45.1,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:38:30 AM",74,45,72.5,51.3,point,,,,,,,
"Jul 29, 2021 / 11:39:00 AM",73.9,45,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:39:30 AM",73.9,45,72.3,51.2,point,,,,,,,
"Jul 29, 2021 / 11:40:00 AM",74,45,72.5,51.3,point,,,,,,,
"Jul 29, 2021 / 11:40:30 AM",73.9,45,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:41:00 AM",73.9,45,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:41:30 AM",74,45,72.5,51.4,point,,,,,,,
"Jul 29, 2021 / 11:42:00 AM",74,45,72.5,51.4,point,,,,,,,
"Jul 29, 2021 / 11:42:30 AM",73.9,45,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:43:00 AM",73.9,45,72.1,51.2,point,,,,,,,
"Jul 29, 2021 / 11:43:30 AM",73.9,45,72.1,51.3,point,,,,,,,
"Jul 29, 2021 / 11:44:00 AM",74,45,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:44:30 AM",73.9,45,72.1,51.3,point,,,,,,,
"Jul 29, 2021 / 11:45:00 AM",73.9,45,72.1,51.3,point,,,,,,,
"Jul 29, 2021 / 11:45:30 AM",74,45,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:46:00 AM",74,45,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:46:30 AM",73.9,45,72.1,51.3,point,,,,,,,
"Jul 29, 2021 / 11:47:00 AM",74,45,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:47:30 AM",73.9,45,72.1,51.2,point,,,,,,,
"Jul 29, 2021 / 11:48:00 AM",74,45,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:48:30 AM",74,45,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:49:00 AM",73.9,45,72.1,51.2,point,,,,,,,
"Jul 29, 2021 / 11:49:30 AM",74,45,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:50:00 AM",74,45,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:50:30 AM",73.9,45,72.1,51.3,point,,,,,,,
"Jul 29, 2021 / 11:51:00 AM",74,45,72.5,51.3,point,,,,,,,
"Jul 29, 2021 / 11:51:30 AM",73.9,45,72.3,51.2,point,,,,,,,
"Jul 29, 2021 / 11:52:00 AM",74,45,72.5,51.4,point,,,,,,,
"Jul 29, 2021 / 11:52:30 AM",73.9,45,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:53:00 AM",73.9,45,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:53:30 AM",74,45,72.5,51.3,point,,,,,,,
"Jul 29, 2021 / 11:54:00 AM",73.9,45,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:54:30 AM",73.9,45.1,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:55:00 AM",74,45.1,72.5,51.4,point,,,,,,,
"Jul 29, 2021 / 11:55:30 AM",73.9,45.1,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:56:00 AM",74,45.1,72.5,51.4,point,,,,,,,
"Jul 29, 2021 / 11:56:30 AM",73.9,45.1,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:57:00 AM",73.9,45.1,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:57:30 AM",73.9,45.1,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:58:00 AM",74,45.1,72.5,51.4,point,,,,,,,
"Jul 29, 2021 / 11:58:30 AM",73.9,45.1,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:59:00 AM",73.9,45.1,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 11:59:30 AM",73.9,45.1,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 12:00:00 PM",74,45.1,72.5,51.4,point,,,,,,,
"Jul 29, 2021 / 12:00:30 PM",73.9,45.1,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 12:01:00 PM",74,45.1,72.5,51.4,point,,,,,,,
"Jul 29, 2021 / 12:01:30 PM",73.9,45.1,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 12:02:00 PM",74,45.1,72.5,51.4,point,,,,,,,
"Jul 29, 2021 / 12:02:30 PM",74,45.1,72.5,51.4,point,,,,,,,
"Jul 29, 2021 / 12:03:00 PM",74,45.1,72.5,51.4,point,,,,,,,
"Jul 29, 2021 / 12:03:30 PM",73.9,45.1,72.3,51.4,point,,,,,,,
"Jul 29, 2021 / 12:04:00 PM",73.9,45.1,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 12:04:30 PM",73.9,45.1,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 12:05:00 PM",73.9,45.1,72.3,51.4,point,,,,,,,
"Jul 29, 2021 / 12:05:30 PM",73.9,45.1,72.3,51.4,point,,,,,,,
"Jul 29, 2021 / 12:06:00 PM",73.9,45.1,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 12:06:30 PM",74,45.1,72.5,51.4,point,,,,,,,
"Jul 29, 2021 / 12:07:00 PM",74,45.1,72.5,51.4,point,,,,,,,
"Jul 29, 2021 / 12:07:30 PM",74,45.1,72.5,51.4,point,,,,,,,
"Jul 29, 2021 / 12:08:00 PM",73.9,45.1,72.3,51.3,point,,,,,,,
"Jul 29, 2021 / 12:08:30 PM",74,45.1,72.5,51.4,point,,,,,,,
"Jul 29, 2021 / 12:09:00 PM",74,45.2,72.5,51.5,point,,,,,,,
"Jul 29, 2021 / 12:09:30 PM",74.1,46.8,72.7,52.5,point,,,,,,,
"Jul 29, 2021 / 12:10:00 PM",74.1,47.2,72.7,52.8,point,,,,,,,
"Jul 29, 2021 / 12:10:30 PM",74.1,47.5,72.7,52.9,point,,,,,,,
"Jul 29, 2021 / 12:11:00 PM",74.4,48,73,53.4,point,,,,,,,
"Jul 29, 2021 / 12:11:30 PM",74.5,52.7,73.8,56.1,point,,,,,,,
"Jul 29, 2021 / 12:12:00 PM",74.7,54.5,73.9,57.3,point,,,,,,,
"Jul 29, 2021 / 12:12:30 PM",74.7,53.5,73.9,56.7,point,,,,,,,
"Jul 29, 2021 / 12:13:00 PM",74.7,52.9,73.8,56.4,point,,,,,,,
"Jul 29, 2021 / 12:13:30 PM",74.9,52.5,73.9,56.4,point,,,,,,,
"Jul 29, 2021 / 12:14:00 PM",74.9,52.4,73.9,56.3,point,,,,,,,
"Jul 29, 2021 / 12:14:30 PM",74.9,52.1,73.9,56.1,point,,,,,,,
"Jul 29, 2021 / 12:15:00 PM",74.9,51.9,73.9,56.1,point,,,,,,,
"Jul 29, 2021 / 12:15:30 PM",74.9,51.6,73.8,55.9,point,,,,,,,
"Jul 29, 2021 / 12:16:00 PM",74.9,51.4,73.8,55.8,point,,,,,,,
"Jul 29, 2021 / 12:16:30 PM",75.1,54,74.3,57.4,point,,,,,,,
"Jul 29, 2021 / 12:17:00 PM",74.9,51.4,73.8,55.8,point,,,,,,,
"Jul 29, 2021 / 12:17:30 PM",74.9,50.7,73.8,55.5,point,,,,,,,
"Jul 29, 2021 / 12:18:00 PM",75,50.5,73.8,55.3,point,,,,,,,
"Jul 29, 2021 / 12:18:30 PM",74.9,49.9,73.6,54.9,point,,,,,,,
"Jul 29, 2021 / 12:19:00 PM",75.1,49.4,73.8,54.8,point,,,,,,,
"Jul 29, 2021 / 12:19:30 PM",75,49,73.6,54.6,point,,,,,,,
"Jul 29, 2021 / 12:20:00 PM",75.1,48.8,73.8,54.5,point,,,,,,,
"Jul 29, 2021 / 12:20:30 PM",75,48.6,73.6,54.3,point,,,,,,,
"Jul 29, 2021 / 12:21:00 PM",75,48.5,73.6,54.3,point,,,,,,,
"Jul 29, 2021 / 12:21:30 PM",75,48.3,73.6,54.2,point,,,,,,,
"Jul 29, 2021 / 12:22:00 PM",75.1,48.4,73.8,54.2,point,,,,,,,
"Jul 29, 2021 / 12:22:30 PM",74.9,48.1,73.6,54,point,,,,,,,
"Jul 29, 2021 / 12:23:00 PM",74.9,47.9,73.6,53.9,point,,,,,,,
"Jul 29, 2021 / 12:23:30 PM",74.9,47.7,73.6,53.7,point,,,,,,,
"Jul 29, 2021 / 12:24:00 PM",74.9,47.5,73.6,53.6,point,,,,,,,
"Jul 29, 2021 / 12:24:30 PM",74.8,47.4,73.2,53.5,point,,,,,,,
"Jul 29, 2021 / 12:25:00 PM",74.9,47.1,73.4,53.4,point,,,,,,,
"Jul 29, 2021 / 12:25:30 PM",74.8,47,73.2,53.3,point,,,,,,,
"Jul 29, 2021 / 12:26:00 PM",74.7,47,73.2,53.2,point,,,,,,,
"Jul 29, 2021 / 12:26:30 PM",74.7,47.1,73.2,53.2,point,,,,,,,
"Jul 29, 2021 / 12:27:00 PM",74.8,47.3,73.2,53.4,point,,,,,,,
"Jul 29, 2021 / 12:27:30 PM",74.7,47.6,73.4,53.5,point,,,,,,,
"Jul 29, 2021 / 12:28:00 PM",74.7,47.9,73.4,53.7,point,,,,,,,
"Jul 29, 2021 / 12:28:30 PM",74.7,48.2,73.4,53.8,point,,,,,,,
"Jul 29, 2021 / 12:29:00 PM",74.7,48.6,73.4,54.1,point,,,,,,,
"Jul 29, 2021 / 12:29:30 PM",74.7,48.9,73.4,54.2,point,,,,,,,
"Jul 29, 2021 / 12:30:00 PM",74.7,49.3,73.4,54.5,point,,,,,,,
"Jul 29, 2021 / 12:30:30 PM",74.7,49.5,73.4,54.5,point,,,,,,,
"Jul 29, 2021 / 12:31:00 PM",74.6,49.7,73.4,54.6,point,,,,,,,
"Jul 29, 2021 / 12:31:30 PM",74.7,50,73.4,54.8,point,,,,,,,
"Jul 29, 2021 / 12:32:00 PM",74.8,50.3,73.6,55.1,point,,,,,,,
"Jul 29, 2021 / 12:32:30 PM",74.7,50.6,73.6,55.2,point,,,,,,,
"Jul 29, 2021 / 12:33:00 PM",75,50.8,73.8,55.5,point,,,,,,,
"Jul 29, 2021 / 12:33:30 PM",74.9,51.1,73.8,55.7,point,,,,,,,
"Jul 29, 2021 / 12:34:00 PM",74.9,51.3,73.8,55.7,point,,,,,,,
"Jul 29, 2021 / 12:34:30 PM",75,51.6,73.8,56,point,,,,,,,
"Jul 29, 2021 / 12:35:00 PM",75,51.9,73.9,56.1,point,,,,,,,
"Jul 29, 2021 / 12:35:30 PM",75,52.4,73.9,56.4,point,,,,,,,
"Jul 29, 2021 / 12:36:00 PM",75,53.1,73.9,56.8,point,,,,,,,
"Jul 29, 2021 / 12:36:30 PM",75.7,53.1,74.7,57.3,point,,,,,,,
"Jul 29, 2021 / 12:37:00 PM",76.2,51.1,75,56.9,point,,,,,,,
"Jul 29, 2021 / 12:37:30 PM",77,49.6,75.7,56.7,point,,,,,,,
"Jul 29, 2021 / 12:38:00 PM",77.7,48.3,76.5,56.7,point,,,,,,,
"Jul 29, 2021 / 12:38:30 PM",78.4,47.3,77.2,56.7,point,,,,,,,
"Jul 29, 2021 / 12:39:00 PM",79.2,46.6,78.1,57,point,,,,,,,
"Jul 29, 2021 / 12:39:30 PM",80.1,46.3,79.3,57.6,point,,,,,,,
"Jul 29, 2021 / 12:40:30 PM",80.7,46.7,79.9,58.4,point,,,,,,,
"Jul 29, 2021 / 12:41:00 PM",81.6,47.5,81.3,59.7,point,,,,,,,
"Jul 29, 2021 / 12:41:30 PM",81.3,46.7,80.6,58.9,point,,,,,,,
"Jul 29, 2021 / 12:42:00 PM",82.5,46.9,82.4,60.1,point,,,,,,,
"Jul 29, 2021 / 12:42:30 PM",83.4,47.9,84,61.6,point,,,,,,,
"Jul 29, 2021 / 12:43:00 PM",84.4,48.8,86.2,63.1,point,,,,,,,
"Jul 29, 2021 / 12:43:30 PM",85.3,49.3,87.8,64.2,point,,,,,,,
"Jul 29, 2021 / 12:44:00 PM",85.7,43.5,86.7,61,point,,,,,,,
"Jul 29, 2021 / 12:44:30 PM",86.4,41.3,87.1,60.2,point,,,,,,,
"Jul 29, 2021 / 12:45:00 PM",87.2,41,88.2,60.6,point,,,,,,,
"Jul 29, 2021 / 12:45:30 PM",86.8,38.7,86.9,58.7,point,,,,,,,
"Jul 29, 2021 / 12:46:00 PM",87.2,37.6,87.1,58.2,point,,,,,,,
"Jul 29, 2021 / 12:46:30 PM",87.9,37.1,88,58.5,point,,,,,,,
"Jul 29, 2021 / 12:47:00 PM",88.4,37.4,88.9,59.1,point,,,,,,,
"Jul 29, 2021 / 12:47:30 PM",89,37.8,90,60,point,,,,,,,
"Jul 29, 2021 / 12:48:00 PM",89.6,38.6,91.2,61.1,point,,,,,,,
"Jul 29, 2021 / 12:48:30 PM",90.2,39.6,92.8,62.4,point,,,,,,,
"Jul 29, 2021 / 12:49:00 PM",91,40.9,94.6,64,point,,,,,,,
"Jul 29, 2021 / 12:49:30 PM",91.8,42.3,96.8,65.6,point,,,,,,,
"Jul 29, 2021 / 12:50:00 PM",91.2,35.9,93.2,60.5,point,,,,,,,
"Jul 29, 2021 / 12:50:30 PM",90.9,33,91.4,57.8,point,,,,,,,
"Jul 29, 2021 / 12:51:00 PM",90.6,32.2,90.5,56.8,point,,,,,,,
"Jul 29, 2021 / 12:51:30 PM",91.2,32.9,91.8,58,point,,,,,,,
"Jul 29, 2021 / 12:52:00 PM",91.8,34.7,93.6,60,point,,,,,,,
"Jul 29, 2021 / 12:52:30 PM",92.3,36,95,61.5,point,,,,,,,
"Jul 29, 2021 / 12:53:30 PM",92.8,36.5,95.9,62.3,point,,,,,,,
"Jul 29, 2021 / 12:54:00 PM",93.4,36.9,97.2,63.1,point,,,,,,,
"Jul 29, 2021 / 12:54:30 PM",94.1,37.1,98.4,64,point,,,,,,,
"Jul 29, 2021 / 12:55:00 PM",95,37.4,100.4,65,point,,,,,,,
"Jul 29, 2021 / 12:55:30 PM",95.8,38.1,102.2,66.1,point,,,,,,,
"Jul 29, 2021 / 12:56:00 PM",95.5,32.4,98.2,61.3,point,,,,,,,
"Jul 29, 2021 / 12:56:30 PM",96.8,33.9,101.7,63.7,point,,,,,,,
"Jul 29, 2021 / 12:57:00 PM",95.4,33.3,98.8,62,point,,,,,,,
"Jul 29, 2021 / 12:57:30 PM",94.1,30.3,95,58.2,point,,,,,,,
"Jul 29, 2021 / 12:58:00 PM",94.4,29.4,94.8,57.7,point,,,,,,,
"Jul 29, 2021 / 12:58:30 PM",95.8,30.9,98.1,60.2,point,,,,,,,
"Jul 29, 2021 / 12:59:00 PM",96.5,33.2,100.6,62.9,point,,,,,,,
"Jul 29, 2021 / 12:59:30 PM",97,34.8,102.6,64.6,point,,,,,,,
"Jul 29, 2021 / 1:00:00 PM",97.7,35.5,104.4,65.8,point,,,,,,,
"Jul 29, 2021 / 1:00:30 PM",98.7,35.5,106,66.6,point,,,,,,,
"Jul 29, 2021 / 1:01:00 PM",99.5,35.2,107.6,67.2,point,,,,,,,
"Jul 29, 2021 / 1:01:30 PM",99.1,30,102.7,62.2,point,,,,,,,
"Jul 29, 2021 / 1:02:00 PM",98.1,27.1,99.9,58.5,point,,,,,,,
"Jul 29, 2021 / 1:02:30 PM",98.2,26.6,99.7,58,point,,,,,,,
"Jul 29, 2021 / 1:03:01 PM",99,26.5,100.9,58.7,point,,,,,,,
"Jul 29, 2021 / 1:03:30 PM",99.5,26.8,102,59.4,point,,,,,,,
"Jul 29, 2021 / 1:04:00 PM",99.9,26.9,102.6,59.8,point,,,,,,,
"Jul 29, 2021 / 1:04:30 PM",100.4,26.6,103.3,60,point,,,,,,,
"Jul 29, 2021 / 1:05:00 PM",100.9,26.4,103.8,60.2,point,,,,,,,
"Jul 29, 2021 / 1:05:30 PM",101.6,26.3,104.9,60.6,point,,,,,,,
"Jul 29, 2021 / 1:06:00 PM",102.2,26.4,106.3,61.3,point,,,,,,,
"Jul 29, 2021 / 1:06:30 PM",102.8,26.8,107.4,62.2,point,,,,,,,
"Jul 29, 2021 / 1:07:00 PM",103.5,27.3,109,63.3,point,,,,,,,
"Jul 29, 2021 / 1:07:30 PM",102.6,25.1,106.2,60.2,point,,,,,,,
"Jul 29, 2021 / 1:08:00 PM",102.2,24.7,105.3,59.4,point,,,,,,,
"Jul 29, 2021 / 1:08:30 PM",101.7,24.8,104.4,59.1,point,,,,,,,
"Jul 29, 2021 / 1:09:00 PM",95.5,21.9,93.6,50.5,point,,,,,,,
"Jul 29, 2021 / 1:09:30 PM",90.4,19.2,86.5,42.9,point,,,,,,,
"Jul 29, 2021 / 1:10:00 PM",87.7,18.9,83.1,40.2,point,,,,,,,
"Jul 29, 2021 / 1:10:30 PM",85.8,18.9,81.3,38.8,point,,,,,,,
"Jul 29, 2021 / 1:11:00 PM",85.1,21,81,40.8,point,,,,,,,
"Jul 29, 2021 / 1:11:30 PM",83.4,20.6,79,38.8,point,,,,,,,
"Jul 29, 2021 / 1:12:00 PM",82,21,77.5,38.2,point,,,,,,,
"Jul 29, 2021 / 1:12:30 PM",80.4,21.7,76.1,37.8,point,,,,,,,
"Jul 29, 2021 / 1:13:00 PM",79,22.5,74.8,37.5,point,,,,,,,
"Jul 29, 2021 / 1:13:30 PM",77.9,23.3,73.8,37.5,point,,,,,,,
"Jul 29, 2021 / 1:14:00 PM",76.6,24,72.7,37.2,point,,,,,,,
"Jul 29, 2021 / 1:14:30 PM",75.7,24.8,71.8,37.2,point,,,,,,,
"Jul 29, 2021 / 1:15:00 PM",75.5,33.9,72.5,45.1,point,,,,,,,
"Jul 29, 2021 / 1:15:30 PM",75.3,38.3,72.9,48.2,point,,,,,,,
"Jul 29, 2021 / 1:16:00 PM",74,35.7,71.6,45.2,point,,,,,,,
"Jul 29, 2021 / 1:16:30 PM",73,33.6,70.5,42.6,point,,,,,,,
"Jul 29, 2021 / 1:17:00 PM",72.5,35.6,70.2,43.7,point,,,,,,,
"Jul 29, 2021 / 1:17:30 PM",72.3,42.7,70.7,48.5,point,,,,,,,
"Jul 29, 2021 / 1:18:00 PM",73,45.8,71.6,50.8,point,,,,,,,
"Jul 29, 2021 / 1:18:30 PM",73.6,46.6,72.3,51.9,point,,,,,,,
"Jul 29, 2021 / 1:19:00 PM",73.9,46.2,72.3,51.9,point,,,,,,,
"Jul 29, 2021 / 1:19:30 PM",74.9,46.1,73.4,52.8,point,,,,,,,
"Jul 29, 2021 / 1:20:00 PM",76.1,45.3,74.3,53.4,point,,,,,,,
"Jul 29, 2021 / 1:20:30 PM",77,45.1,75.4,54.1,point,,,,,,,
"Jul 29, 2021 / 1:21:00 PM",78,45.2,76.5,55.1,point,,,,,,,
"Jul 29, 2021 / 1:21:30 PM",79.2,45.9,78.1,56.6,point,,,,,,,
"Jul 29, 2021 / 1:22:00 PM",80.4,47,79.7,58.3,point,,,,,,,
"Jul 29, 2021 / 1:22:30 PM",81.4,48.5,81.3,60.1,point,,,,,,,
"Jul 29, 2021 / 1:23:00 PM",82.6,50.2,83.5,62.2,point,,,,,,,
"Jul 29, 2021 / 1:23:30 PM",83.9,52,86.2,64.4,point,,,,,,,
"Jul 29, 2021 / 1:24:00 PM",85.4,53.9,89.2,66.8,point,,,,,,,
"Jul 29, 2021 / 1:24:30 PM",86.7,55.7,92.1,68.9,point,,,,,,,
"Jul 29, 2021 / 1:25:00 PM",88.3,57.2,95.9,71.2,point,,,,,,,
"Jul 29, 2021 / 1:25:30 PM",89.8,58.8,100.8,73.5,point,,,,,,,
"Jul 29, 2021 / 1:26:00 PM",91.4,60,105.4,75.6,point,,,,,,,
"Jul 29, 2021 / 1:26:30 PM",93,61,110.1,77.6,point,,,,,,,
"Jul 29, 2021 / 1:27:00 PM",94.5,61.5,114.6,79.2,point,,,,,,,
"Jul 29, 2021 / 1:27:30 PM",96.3,61.3,120.2,80.7,point,,,,,,,
"Jul 29, 2021 / 1:28:00 PM",97.8,60.4,124,81.7,point,,,,,,,
"Jul 29, 2021 / 1:28:30 PM",99.2,58.8,126.9,82.3,point,,,,,,,
"Jul 29, 2021 / 1:29:00 PM",100.7,56.8,129.7,82.5,point,,,,,,,
"Jul 29, 2021 / 1:29:30 PM",102.1,54.5,132.1,82.5,point,,,,,,,
"Jul 29, 2021 / 1:30:00 PM",103.2,51.9,132.3,82.1,point,,,,,,,
"Jul 29, 2021 / 1:30:30 PM",104.5,49.1,132.6,81.5,point,,,,,,,
"Jul 29, 2021 / 1:31:00 PM",103.6,38.2,118.8,73.1,point,,,,,,,
"Jul 29, 2021 / 1:31:30 PM",101.2,27,104.7,61,point,,,,,,,
"Jul 29, 2021 / 1:32:00 PM",100.5,24.9,102.4,58.1,point,,,,,,,
"Jul 29, 2021 / 1:32:30 PM",100.9,24.4,102.7,58,point,,,,,,,
"Jul 29, 2021 / 1:33:00 PM",101.5,24.3,103.6,58.4,point,,,,,,,
"Jul 29, 2021 / 1:33:30 PM",101.6,24.8,104,59,point,,,,,,,
"Jul 29, 2021 / 1:34:00 PM",102,25,105.1,59.5,point,,,,,,,
"Jul 29, 2021 / 1:34:30 PM",102.4,24.8,105.6,59.6,point,,,,,,,
"Jul 29, 2021 / 1:35:00 PM",102.9,24.4,106,59.6,point,,,,,,,
"Jul 29, 2021 / 1:35:30 PM",103.6,24,106.7,59.6,point,,,,,,,
"Jul 29, 2021 / 1:36:00 PM",104.3,23.4,107.4,59.6,point,,,,,,,
"Jul 29, 2021 / 1:36:30 PM",104.8,23,108,59.5,point,,,,,,,
"Jul 29, 2021 / 1:37:00 PM",105.4,22.7,108.7,59.7,point,,,,,,,
"Jul 29, 2021 / 1:37:30 PM",106,22.7,109.8,60.2,point,,,,,,,
"Jul 29, 2021 / 1:38:00 PM",106,21.7,108.7,58.9,point,,,,,,,
"Jul 29, 2021 / 1:38:30 PM",106.1,21.4,108.7,58.5,point,,,,,,,
"Jul 29, 2021 / 1:39:00 PM",106.3,21.9,109.6,59.4,point,,,,,,,
"Jul 29, 2021 / 1:39:30 PM",106.2,22.2,109.8,59.7,point,,,,,,,
"Jul 29, 2021 / 1:40:00 PM",105.8,21.8,108.5,58.8,point,,,,,,,
"Jul 29, 2021 / 1:40:30 PM",105.2,19.5,105.8,55.2,point,,,,,,,
