Device Name,D2 - 2635257,,,,,,,,,,,
Device Model,Kestrel DROP 2,,,,,,,,,,,
Serial Number,2635257,,,,,,,,,,,
FORMATTED DATE_TIME,Temperature,Relative Humidity,Heat Index,Dew Point,Data Type,Record name,Start time,Duration (H:M:S),Location description,Location address,Location coordinates,Notes
YYYY-MM-DD HH:MM:SS,°F,%,°F,°F,,,,,,,,
"Jul 28, 2021 / 7:18:30 PM",79.9,38.8,77.9,52.6,point,,,,,,,
"Jul 28, 2021 / 7:19:00 PM",79.9,38.8,77.9,52.6,point,,,,,,,
"Jul 28, 2021 / 7:19:30 PM",79.8,38.9,77.7,52.6,point,,,,,,,
"Jul 28, 2021 / 7:20:00 PM",79.8,38.9,77.7,52.5,point,,,,,,,
"Jul 28, 2021 / 7:20:30 PM",79.8,38.9,77.7,52.5,point,,,,,,,
"Jul 28, 2021 / 7:21:00 PM",79.8,38.9,77.7,52.6,point,,,,,,,
"Jul 28, 2021 / 7:21:30 PM",79.8,38.9,77.7,52.6,point,,,,,,,
"Jul 28, 2021 / 7:22:00 PM",79.8,39,77.7,52.6,point,,,,,,,
"Jul 28, 2021 / 7:22:30 PM",79.7,38.8,77.7,52.4,point,,,,,,,
"Jul 28, 2021 / 7:23:00 PM",79.7,38.9,77.7,52.5,point,,,,,,,
"Jul 28, 2021 / 7:23:30 PM",79.8,38.9,77.7,52.5,point,,,,,,,
"Jul 28, 2021 / 7:24:00 PM",79.7,38.9,77.5,52.4,point,,,,,,,
"Jul 28, 2021 / 7:24:30 PM",79.8,38.9,77.7,52.5,point,,,,,,,
"Jul 28, 2021 / 7:25:00 PM",79.6,38.8,77.5,52.4,point,,,,,,,
"Jul 28, 2021 / 7:25:30 PM",79.6,38.8,77.5,52.4,point,,,,,,,
"Jul 28, 2021 / 7:26:00 PM",79.6,38.8,77.5,52.4,point,,,,,,,
"Jul 28, 2021 / 7:26:30 PM",79.6,38.8,77.5,52.3,point,,,,,,,
"Jul 28, 2021 / 7:27:00 PM",79.6,38.8,77.5,52.3,point,,,,,,,
"Jul 28, 2021 / 7:27:30 PM",79.5,38.8,77.5,52.3,point,,,,,,,
"Jul 28, 2021 / 7:28:00 PM",79.5,38.7,77.5,52.3,point,,,,,,,
"Jul 28, 2021 / 7:28:30 PM",79.5,38.7,77.4,52.2,point,,,,,,,
"Jul 28, 2021 / 7:29:00 PM",79.6,39.1,77.5,52.5,point,,,,,,,
"Jul 28, 2021 / 7:29:30 PM",79.5,42,77.9,54.4,point,,,,,,,
"Jul 28, 2021 / 7:30:00 PM",79.5,41.1,77.9,53.9,point,,,,,,,
"Jul 28, 2021 / 7:30:30 PM",79.5,40.6,77.5,53.5,point,,,,,,,
"Jul 28, 2021 / 7:31:00 PM",79.5,40.3,77.5,53.3,point,,,,,,,
"Jul 28, 2021 / 7:31:30 PM",79.5,40.2,77.5,53.2,point,,,,,,,
"Jul 28, 2021 / 7:32:00 PM",79.5,40.1,77.5,53.1,point,,,,,,,
"Jul 28, 2021 / 7:32:30 PM",79.4,40.1,77.5,53.1,point,,,,,,,
"Jul 28, 2021 / 7:33:00 PM",79.4,40,77.5,53,point,,,,,,,
"Jul 28, 2021 / 7:33:30 PM",79.3,40,77.4,52.9,point,,,,,,,
"Jul 28, 2021 / 7:34:00 PM",79.3,40,77.4,52.9,point,,,,,,,
"Jul 28, 2021 / 7:34:30 PM",79.2,40,77.4,52.8,point,,,,,,,
"Jul 28, 2021 / 7:35:00 PM",79.2,40,77.4,52.8,point,,,,,,,
"Jul 28, 2021 / 7:35:30 PM",79.1,40,77.2,52.7,point,,,,,,,
"Jul 28, 2021 / 7:36:00 PM",79.1,40.1,77.2,52.8,point,,,,,,,
"Jul 28, 2021 / 7:36:30 PM",79,40.1,77.2,52.7,point,,,,,,,
"Jul 28, 2021 / 7:37:00 PM",78.9,40.2,77,52.7,point,,,,,,,
"Jul 28, 2021 / 7:37:30 PM",78.9,40.2,77,52.7,point,,,,,,,
"Jul 28, 2021 / 7:38:00 PM",78.9,40.2,77,52.7,point,,,,,,,
"Jul 28, 2021 / 7:38:30 PM",78.8,40.3,76.6,52.6,point,,,,,,,
"Jul 28, 2021 / 7:39:00 PM",78.8,40.3,77,52.6,point,,,,,,,
"Jul 28, 2021 / 7:39:30 PM",78.8,40.3,77,52.6,point,,,,,,,
"Jul 28, 2021 / 7:40:00 PM",78.7,40.3,76.6,52.5,point,,,,,,,
"Jul 28, 2021 / 7:40:30 PM",78.7,40.3,76.6,52.6,point,,,,,,,
"Jul 28, 2021 / 7:41:00 PM",78.6,40.3,76.6,52.5,point,,,,,,,
"Jul 28, 2021 / 7:41:30 PM",78.5,40.4,76.5,52.5,point,,,,,,,
"Jul 28, 2021 / 7:42:00 PM",78.6,40.4,76.5,52.5,point,,,,,,,
"Jul 28, 2021 / 7:42:30 PM",78.5,40.4,76.5,52.5,point,,,,,,,
"Jul 28, 2021 / 7:43:00 PM",78.5,40.4,76.5,52.5,point,,,,,,,
"Jul 28, 2021 / 7:43:30 PM",78.5,40.4,76.5,52.5,point,,,,,,,
"Jul 28, 2021 / 7:44:00 PM",78.5,40.4,76.5,52.5,point,,,,,,,
"Jul 28, 2021 / 7:44:30 PM",78.4,40.5,76.3,52.4,point,,,,,,,
"Jul 28, 2021 / 7:45:00 PM",78.4,40.5,76.3,52.4,point,,,,,,,
"Jul 28, 2021 / 7:45:30 PM",78.4,40.5,76.3,52.4,point,,,,,,,
"Jul 28, 2021 / 7:46:00 PM",78.4,40.5,76.3,52.4,point,,,,,,,
"Jul 28, 2021 / 7:46:30 PM",78.3,40.5,76.3,52.3,point,,,,,,,
"Jul 28, 2021 / 7:47:00 PM",78.2,40.5,76.1,52.3,point,,,,,,,
"Jul 28, 2021 / 7:47:30 PM",78.2,40.6,76.1,52.3,point,,,,,,,
"Jul 28, 2021 / 7:48:00 PM",78.2,40.6,76.1,52.3,point,,,,,,,
"Jul 28, 2021 / 7:48:30 PM",78.2,40.6,76.1,52.3,point,,,,,,,
"Jul 28, 2021 / 7:49:00 PM",78.2,40.6,76.1,52.3,point,,,,,,,
"Jul 28, 2021 / 7:49:30 PM",78.1,40.6,76.1,52.3,point,,,,,,,
"Jul 28, 2021 / 7:50:00 PM",78.1,40.7,76.1,52.3,point,,,,,,,
"Jul 28, 2021 / 7:50:30 PM",78,40.7,75.9,52.2,point,,,,,,,
"Jul 28, 2021 / 7:51:00 PM",78.1,40.7,76.1,52.3,point,,,,,,,
"Jul 28, 2021 / 7:51:30 PM",78,40.7,75.9,52.2,point,,,,,,,
"Jul 28, 2021 / 7:52:00 PM",78,40.8,75.9,52.2,point,,,,,,,
"Jul 28, 2021 / 7:52:30 PM",78,40.8,75.9,52.2,point,,,,,,,
"Jul 28, 2021 / 7:53:00 PM",78,40.8,75.9,52.2,point,,,,,,,
"Jul 28, 2021 / 7:53:30 PM",77.9,40.8,75.9,52.2,point,,,,,,,
"Jul 28, 2021 / 7:54:00 PM",77.9,40.8,75.9,52.2,point,,,,,,,
"Jul 28, 2021 / 7:54:30 PM",77.9,40.8,75.7,52.1,point,,,,,,,
"Jul 28, 2021 / 7:55:00 PM",77.8,40.8,75.7,52.1,point,,,,,,,
"Jul 28, 2021 / 7:55:30 PM",77.8,40.8,75.7,52.1,point,,,,,,,
"Jul 28, 2021 / 7:56:00 PM",77.8,40.8,75.7,52.1,point,,,,,,,
"Jul 28, 2021 / 7:56:30 PM",77.7,40.9,75.7,52.1,point,,,,,,,
"Jul 28, 2021 / 7:57:00 PM",77.7,40.9,75.7,52.1,point,,,,,,,
"Jul 28, 2021 / 7:57:30 PM",77.7,40.9,75.4,52.1,point,,,,,,,
"Jul 28, 2021 / 7:58:00 PM",77.6,40.9,75.4,52,point,,,,,,,
"Jul 28, 2021 / 7:58:30 PM",77.6,40.9,75.4,52,point,,,,,,,
"Jul 28, 2021 / 7:59:00 PM",77.6,40.9,75.4,52.1,point,,,,,,,
"Jul 28, 2021 / 7:59:30 PM",77.6,40.9,75.4,52,point,,,,,,,
"Jul 28, 2021 / 8:00:00 PM",77.6,41,75.4,52,point,,,,,,,
"Jul 28, 2021 / 8:00:30 PM",77.6,41,75.4,52,point,,,,,,,
"Jul 28, 2021 / 8:01:00 PM",77.6,41,75.4,52,point,,,,,,,
"Jul 28, 2021 / 8:01:30 PM",77.5,41,75.2,52,point,,,,,,,
"Jul 28, 2021 / 8:02:00 PM",77.5,41,75.2,52,point,,,,,,,
"Jul 28, 2021 / 8:02:30 PM",77.5,41,75.2,52,point,,,,,,,
"Jul 28, 2021 / 8:03:00 PM",77.5,41,75.2,51.9,point,,,,,,,
"Jul 28, 2021 / 8:03:30 PM",77.5,41,75.2,51.9,point,,,,,,,
"Jul 28, 2021 / 8:04:00 PM",77.5,41,75.2,51.9,point,,,,,,,
"Jul 28, 2021 / 8:04:30 PM",77.4,41,75.2,51.9,point,,,,,,,
"Jul 28, 2021 / 8:05:00 PM",77.4,41.1,75.2,51.9,point,,,,,,,
"Jul 28, 2021 / 8:05:30 PM",77.4,41.1,75.2,51.9,point,,,,,,,
"Jul 28, 2021 / 8:06:00 PM",77.4,41.1,75.2,51.9,point,,,,,,,
"Jul 28, 2021 / 8:06:30 PM",77.4,41.1,75.2,51.9,point,,,,,,,
"Jul 28, 2021 / 8:07:00 PM",77.3,41.1,75,51.9,point,,,,,,,
"Jul 28, 2021 / 8:07:30 PM",77.3,41.1,75,51.9,point,,,,,,,
"Jul 28, 2021 / 8:08:00 PM",77.3,41.1,75,51.9,point,,,,,,,
"Jul 28, 2021 / 8:08:30 PM",77.3,41.1,75,51.9,point,,,,,,,
"Jul 28, 2021 / 8:09:00 PM",77.3,41.1,75,51.9,point,,,,,,,
"Jul 28, 2021 / 8:09:30 PM",77.2,41.1,75,51.8,point,,,,,,,
"Jul 28, 2021 / 8:10:00 PM",77.2,41.1,75,51.8,point,,,,,,,
"Jul 28, 2021 / 8:10:30 PM",77.2,41.1,75,51.8,point,,,,,,,
"Jul 28, 2021 / 8:11:00 PM",77.2,41.2,75,51.8,point,,,,,,,
"Jul 28, 2021 / 8:11:30 PM",77.2,41.2,75,51.8,point,,,,,,,
"Jul 28, 2021 / 8:12:00 PM",77.2,41.2,74.8,51.8,point,,,,,,,
"Jul 28, 2021 / 8:12:30 PM",77.2,41.2,74.8,51.8,point,,,,,,,
"Jul 28, 2021 / 8:13:00 PM",77.2,41.2,74.8,51.8,point,,,,,,,
"Jul 28, 2021 / 8:13:30 PM",77.1,41.2,74.8,51.7,point,,,,,,,
"Jul 28, 2021 / 8:14:00 PM",77.1,41.2,74.8,51.7,point,,,,,,,
"Jul 28, 2021 / 8:14:30 PM",77,41.2,74.8,51.7,point,,,,,,,
"Jul 28, 2021 / 8:15:00 PM",77.1,41.2,74.8,51.7,point,,,,,,,
"Jul 28, 2021 / 8:15:30 PM",77,41.3,74.8,51.7,point,,,,,,,
"Jul 28, 2021 / 8:16:00 PM",77,41.2,74.8,51.7,point,,,,,,,
"Jul 28, 2021 / 8:16:30 PM",77,41.2,74.8,51.7,point,,,,,,,
"Jul 28, 2021 / 8:17:00 PM",77,41.3,74.7,51.7,point,,,,,,,
"Jul 28, 2021 / 8:17:30 PM",77,41.3,74.8,51.7,point,,,,,,,
"Jul 28, 2021 / 8:18:00 PM",77,41.3,74.7,51.7,point,,,,,,,
"Jul 28, 2021 / 8:18:30 PM",76.9,41.3,74.7,51.6,point,,,,,,,
"Jul 28, 2021 / 8:19:00 PM",76.9,41.3,74.7,51.6,point,,,,,,,
"Jul 28, 2021 / 8:19:30 PM",76.9,41.3,74.7,51.6,point,,,,,,,
"Jul 28, 2021 / 8:20:00 PM",76.9,41.3,74.7,51.6,point,,,,,,,
"Jul 28, 2021 / 8:20:30 PM",76.9,41.3,74.7,51.6,point,,,,,,,
"Jul 28, 2021 / 8:21:00 PM",76.9,41.3,74.7,51.6,point,,,,,,,
"Jul 28, 2021 / 8:21:30 PM",76.9,41.3,74.7,51.6,point,,,,,,,
"Jul 28, 2021 / 8:22:00 PM",76.8,41.4,74.7,51.6,point,,,,,,,
"Jul 28, 2021 / 8:22:30 PM",76.8,41.4,74.5,51.6,point,,,,,,,
"Jul 28, 2021 / 8:23:00 PM",76.8,41.4,74.5,51.6,point,,,,,,,
"Jul 28, 2021 / 8:23:30 PM",76.8,41.4,74.5,51.6,point,,,,,,,
"Jul 28, 2021 / 8:24:00 PM",76.8,41.4,74.5,51.6,point,,,,,,,
"Jul 28, 2021 / 8:24:30 PM",76.8,41.4,74.5,51.6,point,,,,,,,
"Jul 28, 2021 / 8:25:00 PM",76.8,41.4,74.5,51.6,point,,,,,,,
"Jul 28, 2021 / 8:25:30 PM",76.8,41.4,74.5,51.6,point,,,,,,,
"Jul 28, 2021 / 8:26:00 PM",76.7,41.4,74.5,51.5,point,,,,,,,
"Jul 28, 2021 / 8:26:30 PM",76.7,41.4,74.5,51.5,point,,,,,,,
"Jul 28, 2021 / 8:27:00 PM",76.7,41.4,74.5,51.5,point,,,,,,,
"Jul 28, 2021 / 8:27:30 PM",76.7,41.4,74.5,51.5,point,,,,,,,
"Jul 28, 2021 / 8:28:00 PM",76.7,41.4,74.5,51.5,point,,,,,,,
"Jul 28, 2021 / 8:28:30 PM",76.7,41.5,74.5,51.5,point,,,,,,,
"Jul 28, 2021 / 8:29:00 PM",76.6,41.5,74.5,51.5,point,,,,,,,
"Jul 28, 2021 / 8:29:30 PM",76.7,41.5,74.5,51.5,point,,,,,,,
"Jul 28, 2021 / 8:30:00 PM",76.6,41.5,74.5,51.5,point,,,,,,,
"Jul 28, 2021 / 8:30:30 PM",76.6,41.5,74.3,51.5,point,,,,,,,
"Jul 28, 2021 / 8:31:00 PM",76.6,41.5,74.3,51.5,point,,,,,,,
"Jul 28, 2021 / 8:31:30 PM",76.6,41.5,74.3,51.5,point,,,,,,,
"Jul 28, 2021 / 8:32:00 PM",76.6,41.5,74.3,51.5,point,,,,,,,
"Jul 28, 2021 / 8:32:30 PM",76.6,41.5,74.3,51.5,point,,,,,,,
"Jul 28, 2021 / 8:33:00 PM",76.6,41.5,74.3,51.5,point,,,,,,,
"Jul 28, 2021 / 8:33:30 PM",76.6,41.6,74.3,51.5,point,,,,,,,
"Jul 28, 2021 / 8:34:00 PM",76.6,41.6,74.3,51.6,point,,,,,,,
"Jul 28, 2021 / 8:34:30 PM",76.6,41.6,74.3,51.5,point,,,,,,,
"Jul 28, 2021 / 8:35:00 PM",76.5,41.6,74.3,51.5,point,,,,,,,
"Jul 28, 2021 / 8:35:30 PM",76.5,41.6,74.3,51.5,point,,,,,,,
"Jul 28, 2021 / 8:36:00 PM",76.5,41.6,74.3,51.5,point,,,,,,,
"Jul 28, 2021 / 8:36:30 PM",76.5,41.6,74.3,51.5,point,,,,,,,
"Jul 28, 2021 / 8:37:00 PM",76.5,41.7,74.3,51.5,point,,,,,,,
"Jul 28, 2021 / 8:37:30 PM",76.5,41.7,74.3,51.5,point,,,,,,,
"Jul 28, 2021 / 8:38:00 PM",76.5,41.7,74.3,51.5,point,,,,,,,
"Jul 28, 2021 / 8:38:30 PM",76.5,41.7,74.5,51.5,point,,,,,,,
"Jul 28, 2021 / 8:39:00 PM",76.5,41.7,74.5,51.5,point,,,,,,,
"Jul 28, 2021 / 8:39:30 PM",76.4,41.7,74.3,51.5,point,,,,,,,
"Jul 28, 2021 / 8:40:00 PM",76.5,41.7,74.3,51.5,point,,,,,,,
"Jul 28, 2021 / 8:40:30 PM",76.4,41.7,74.3,51.5,point,,,,,,,
"Jul 28, 2021 / 8:41:00 PM",76.4,41.7,74.3,51.4,point,,,,,,,
"Jul 28, 2021 / 8:41:30 PM",76.4,41.7,74.3,51.4,point,,,,,,,
"Jul 28, 2021 / 8:42:00 PM",76.4,41.7,74.3,51.4,point,,,,,,,
"Jul 28, 2021 / 8:42:30 PM",76.4,41.8,74.3,51.5,point,,,,,,,
"Jul 28, 2021 / 8:43:00 PM",76.3,41.8,74.3,51.4,point,,,,,,,
"Jul 28, 2021 / 8:43:30 PM",76.3,41.8,74.3,51.4,point,,,,,,,
"Jul 28, 2021 / 8:44:00 PM",76.3,41.8,74.3,51.4,point,,,,,,,
"Jul 28, 2021 / 8:44:30 PM",76.3,41.8,74.3,51.4,point,,,,,,,
"Jul 28, 2021 / 8:45:00 PM",76.3,41.8,74.3,51.4,point,,,,,,,
"Jul 28, 2021 / 8:45:30 PM",76.3,41.8,74.3,51.4,point,,,,,,,
"Jul 28, 2021 / 8:46:00 PM",76.3,41.8,74.3,51.4,point,,,,,,,
"Jul 28, 2021 / 8:46:30 PM",76.3,41.8,74.3,51.4,point,,,,,,,
"Jul 28, 2021 / 8:47:00 PM",76.3,41.8,74.3,51.4,point,,,,,,,
"Jul 28, 2021 / 8:47:30 PM",76.3,41.8,74.3,51.4,point,,,,,,,
"Jul 28, 2021 / 8:48:00 PM",76.3,41.8,74.3,51.4,point,,,,,,,
"Jul 28, 2021 / 8:48:30 PM",76.3,41.8,74.3,51.4,point,,,,,,,
"Jul 28, 2021 / 8:49:00 PM",76.2,41.8,74.1,51.4,point,,,,,,,
"Jul 28, 2021 / 8:49:30 PM",76.2,41.9,74.1,51.4,point,,,,,,,
"Jul 28, 2021 / 8:50:00 PM",76.2,41.9,74.1,51.4,point,,,,,,,
"Jul 28, 2021 / 8:50:30 PM",76.2,41.8,74.1,51.4,point,,,,,,,
"Jul 28, 2021 / 8:51:00 PM",76.2,41.9,74.1,51.4,point,,,,,,,
"Jul 28, 2021 / 8:51:30 PM",76.2,41.9,74.1,51.4,point,,,,,,,
"Jul 28, 2021 / 8:52:00 PM",76.2,41.9,74.1,51.4,point,,,,,,,
"Jul 28, 2021 / 8:52:30 PM",76.2,41.9,74.1,51.4,point,,,,,,,
"Jul 28, 2021 / 8:53:00 PM",76.2,41.9,74.1,51.4,point,,,,,,,
"Jul 28, 2021 / 8:53:30 PM",76.1,41.9,74.1,51.3,point,,,,,,,
"Jul 28, 2021 / 8:54:00 PM",76.2,41.9,74.1,51.4,point,,,,,,,
"Jul 28, 2021 / 8:54:30 PM",76.1,41.9,74.1,51.3,point,,,,,,,
"Jul 28, 2021 / 8:55:00 PM",76.2,41.9,74.1,51.4,point,,,,,,,
"Jul 28, 2021 / 8:55:30 PM",76.1,41.9,74.1,51.3,point,,,,,,,
"Jul 28, 2021 / 8:56:00 PM",76.1,41.9,74.1,51.3,point,,,,,,,
"Jul 28, 2021 / 8:56:30 PM",76.1,41.9,74.1,51.4,point,,,,,,,
"Jul 28, 2021 / 8:57:00 PM",76.1,41.9,74.1,51.3,point,,,,,,,
"Jul 28, 2021 / 8:57:30 PM",76.1,41.9,74.1,51.3,point,,,,,,,
"Jul 28, 2021 / 8:58:00 PM",76.1,41.9,74.1,51.3,point,,,,,,,
"Jul 28, 2021 / 8:58:30 PM",76.1,41.9,73.9,51.3,point,,,,,,,
"Jul 28, 2021 / 8:59:00 PM",76.1,42,73.9,51.3,point,,,,,,,
"Jul 28, 2021 / 8:59:30 PM",76.1,42,73.9,51.3,point,,,,,,,
"Jul 28, 2021 / 9:00:00 PM",76.1,42,73.9,51.3,point,,,,,,,
"Jul 28, 2021 / 9:00:30 PM",76.1,42,73.9,51.3,point,,,,,,,
"Jul 28, 2021 / 9:01:00 PM",76.1,42,73.9,51.3,point,,,,,,,
"Jul 28, 2021 / 9:01:30 PM",76.1,42,73.9,51.3,point,,,,,,,
"Jul 28, 2021 / 9:02:00 PM",76,42,73.9,51.3,point,,,,,,,
"Jul 28, 2021 / 9:02:30 PM",76,42,73.9,51.3,point,,,,,,,
"Jul 28, 2021 / 9:03:00 PM",76,42,73.9,51.3,point,,,,,,,
"Jul 28, 2021 / 9:03:30 PM",76,42,73.9,51.3,point,,,,,,,
"Jul 28, 2021 / 9:04:00 PM",76,42,73.9,51.3,point,,,,,,,
"Jul 28, 2021 / 9:04:30 PM",76,42,73.9,51.3,point,,,,,,,
"Jul 28, 2021 / 9:05:00 PM",76,42.1,73.9,51.3,point,,,,,,,
"Jul 28, 2021 / 9:05:30 PM",76,42.1,73.9,51.3,point,,,,,,,
"Jul 28, 2021 / 9:06:00 PM",76,42.1,73.9,51.3,point,,,,,,,
"Jul 28, 2021 / 9:06:30 PM",76,42.1,73.9,51.3,point,,,,,,,
"Jul 28, 2021 / 9:07:00 PM",76,42.1,73.9,51.3,point,,,,,,,
"Jul 28, 2021 / 9:07:30 PM",76,42.1,73.9,51.3,point,,,,,,,
"Jul 28, 2021 / 9:08:00 PM",75.9,42.1,73.9,51.3,point,,,,,,,
"Jul 28, 2021 / 9:08:30 PM",76,42.1,73.9,51.3,point,,,,,,,
"Jul 28, 2021 / 9:09:00 PM",75.9,42.1,73.8,51.2,point,,,,,,,
"Jul 28, 2021 / 9:09:30 PM",75.9,42.1,73.9,51.3,point,,,,,,,
"Jul 28, 2021 / 9:10:00 PM",75.9,42.1,73.8,51.2,point,,,,,,,
"Jul 28, 2021 / 9:10:30 PM",75.9,42.1,73.9,51.3,point,,,,,,,
"Jul 28, 2021 / 9:11:00 PM",75.8,42.1,73.8,51.2,point,,,,,,,
"Jul 28, 2021 / 9:11:30 PM",75.8,42.1,73.8,51.2,point,,,,,,,
"Jul 28, 2021 / 9:12:00 PM",75.9,42.1,73.8,51.3,point,,,,,,,
"Jul 28, 2021 / 9:12:30 PM",75.8,42.1,73.8,51.2,point,,,,,,,
"Jul 28, 2021 / 9:13:00 PM",75.8,42.1,73.8,51.2,point,,,,,,,
"Jul 28, 2021 / 9:13:30 PM",75.8,42.2,73.8,51.2,point,,,,,,,
"Jul 28, 2021 / 9:14:00 PM",75.8,42.2,73.8,51.2,point,,,,,,,
"Jul 28, 2021 / 9:14:30 PM",75.8,42.2,73.8,51.2,point,,,,,,,
"Jul 28, 2021 / 9:15:00 PM",75.8,42.2,73.8,51.2,point,,,,,,,
"Jul 28, 2021 / 9:15:30 PM",75.8,42.2,73.8,51.2,point,,,,,,,
"Jul 28, 2021 / 9:16:00 PM",75.8,42.2,73.8,51.2,point,,,,,,,
"Jul 28, 2021 / 9:16:30 PM",75.8,42.2,73.8,51.2,point,,,,,,,
"Jul 28, 2021 / 9:17:00 PM",75.8,42.2,73.8,51.2,point,,,,,,,
"Jul 28, 2021 / 9:17:30 PM",75.8,42.2,73.8,51.2,point,,,,,,,
"Jul 28, 2021 / 9:18:00 PM",75.8,42.2,73.8,51.2,point,,,,,,,
"Jul 28, 2021 / 9:18:30 PM",75.8,42.2,73.8,51.2,point,,,,,,,
"Jul 28, 2021 / 9:19:00 PM",75.8,42.2,73.8,51.2,point,,,,,,,
"Jul 28, 2021 / 9:19:30 PM",75.8,42.2,73.8,51.2,point,,,,,,,
"Jul 28, 2021 / 9:20:00 PM",75.8,42.2,73.8,51.2,point,,,,,,,
"Jul 28, 2021 / 9:20:30 PM",75.7,42.2,73.6,51.2,point,,,,,,,
"Jul 28, 2021 / 9:21:00 PM",75.8,42.2,73.8,51.2,point,,,,,,,
"Jul 28, 2021 / 9:21:30 PM",75.8,42.2,73.8,51.2,point,,,,,,,
"Jul 28, 2021 / 9:22:00 PM",75.7,42.2,73.6,51.2,point,,,,,,,
"Jul 28, 2021 / 9:22:30 PM",75.7,42.3,73.6,51.2,point,,,,,,,
"Jul 28, 2021 / 9:23:00 PM",75.7,42.3,73.6,51.2,point,,,,,,,
"Jul 28, 2021 / 9:23:30 PM",75.7,42.3,73.6,51.2,point,,,,,,,
"Jul 28, 2021 / 9:24:00 PM",75.7,42.3,73.6,51.2,point,,,,,,,
"Jul 28, 2021 / 9:24:30 PM",75.7,42.3,73.6,51.2,point,,,,,,,
"Jul 28, 2021 / 9:25:00 PM",75.7,42.3,73.6,51.2,point,,,,,,,
"Jul 28, 2021 / 9:25:30 PM",75.7,42.3,73.6,51.2,point,,,,,,,
"Jul 28, 2021 / 9:26:00 PM",75.7,42.3,73.6,51.2,point,,,,,,,
"Jul 28, 2021 / 9:26:30 PM",75.7,42.3,73.6,51.1,point,,,,,,,
"Jul 28, 2021 / 9:27:00 PM",75.7,42.3,73.6,51.2,point,,,,,,,
"Jul 28, 2021 / 9:27:30 PM",75.7,42.3,73.6,51.1,point,,,,,,,
"Jul 28, 2021 / 9:28:00 PM",75.7,42.3,73.6,51.1,point,,,,,,,
"Jul 28, 2021 / 9:28:30 PM",75.7,42.3,73.6,51.2,point,,,,,,,
"Jul 28, 2021 / 9:29:00 PM",75.7,42.3,73.6,51.2,point,,,,,,,
"Jul 28, 2021 / 9:29:30 PM",75.7,42.3,73.6,51.2,point,,,,,,,
"Jul 28, 2021 / 9:30:00 PM",75.6,42.3,73.6,51.1,point,,,,,,,
"Jul 28, 2021 / 9:30:30 PM",75.7,42.3,73.6,51.2,point,,,,,,,
"Jul 28, 2021 / 9:31:00 PM",75.6,42.4,73.6,51.1,point,,,,,,,
"Jul 28, 2021 / 9:31:30 PM",75.6,42.4,73.6,51.1,point,,,,,,,
"Jul 28, 2021 / 9:32:00 PM",75.6,42.4,73.6,51.1,point,,,,,,,
"Jul 28, 2021 / 9:32:30 PM",75.6,42.4,73.6,51.1,point,,,,,,,
"Jul 28, 2021 / 9:33:00 PM",75.6,42.4,73.6,51.1,point,,,,,,,
"Jul 28, 2021 / 9:33:30 PM",75.6,42.4,73.6,51.2,point,,,,,,,
"Jul 28, 2021 / 9:34:00 PM",75.6,42.4,73.6,51.1,point,,,,,,,
"Jul 28, 2021 / 9:34:30 PM",75.6,42.4,73.6,51.1,point,,,,,,,
"Jul 28, 2021 / 9:35:00 PM",75.6,42.4,73.6,51.1,point,,,,,,,
"Jul 28, 2021 / 9:35:30 PM",75.6,42.4,73.6,51.2,point,,,,,,,
"Jul 28, 2021 / 9:36:00 PM",75.5,42.4,73.4,51.1,point,,,,,,,
"Jul 28, 2021 / 9:36:30 PM",75.6,42.4,73.6,51.2,point,,,,,,,
"Jul 28, 2021 / 9:37:00 PM",75.5,42.4,73.4,51.1,point,,,,,,,
"Jul 28, 2021 / 9:37:30 PM",75.5,42.4,73.4,51.1,point,,,,,,,
"Jul 28, 2021 / 9:38:00 PM",75.5,42.4,73.4,51.1,point,,,,,,,
"Jul 28, 2021 / 9:38:30 PM",75.6,42.4,73.6,51.2,point,,,,,,,
"Jul 28, 2021 / 9:39:00 PM",75.5,42.4,73.4,51.1,point,,,,,,,
"Jul 28, 2021 / 9:39:30 PM",75.5,42.4,73.4,51.1,point,,,,,,,
"Jul 28, 2021 / 9:40:00 PM",75.5,42.4,73.4,51.1,point,,,,,,,
"Jul 28, 2021 / 9:40:30 PM",75.5,42.4,73.4,51.1,point,,,,,,,
"Jul 28, 2021 / 9:41:00 PM",75.5,42.4,73.4,51.1,point,,,,,,,
"Jul 28, 2021 / 9:41:30 PM",75.5,42.5,73.4,51.2,point,,,,,,,
"Jul 28, 2021 / 9:42:00 PM",75.5,42.5,73.4,51.1,point,,,,,,,
"Jul 28, 2021 / 9:42:30 PM",75.5,42.5,73.4,51.1,point,,,,,,,
"Jul 28, 2021 / 9:43:00 PM",75.5,42.5,73.4,51.1,point,,,,,,,
"Jul 28, 2021 / 9:43:30 PM",75.5,42.5,73.4,51.1,point,,,,,,,
"Jul 28, 2021 / 9:44:00 PM",75.5,42.5,73.4,51.1,point,,,,,,,
"Jul 28, 2021 / 9:44:30 PM",75.5,42.5,73.4,51.1,point,,,,,,,
"Jul 28, 2021 / 9:45:00 PM",75.5,42.5,73.4,51.2,point,,,,,,,
"Jul 28, 2021 / 9:45:30 PM",75.5,42.5,73.4,51.2,point,,,,,,,
"Jul 28, 2021 / 9:46:00 PM",75.5,42.6,73.4,51.2,point,,,,,,,
"Jul 28, 2021 / 9:46:30 PM",75.5,42.6,73.4,51.2,point,,,,,,,
